Class,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83
0,1.9105,1.5674,34.249,39.824,83.762,35.396,1.886,1.4374,40.889,56.915,34.025,52.098,37.473,60.176,6.618,1.9385,42.258,11.571,28.591,11.277,86.019,1.6078,1.8761,45.812,33.238,1440.7,11.052,4.4413,22.026,65.867,47.776,28639,57.038,83.461,21.354,185.71,6.574,10.946,34.134,19.599,44.646,1.392,78.654,1.3479,76.713,31.341,0.86,6.618,2531.3,55.235,54.188,10.875,48.989,38.373,156.36,28.226,39.225,43.068,-23.773,-28.382,0,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,2,1.4313,2,6
0,1.1826,1.2357,32.831,40.531,76.764,31.878,83.349,94.264,42.769,55.207,37.739,43.692,40.143,59.469,68.156,3.1926,41.527,3.5006,26.115,10.345,7.386,1.7569,1.5695,53.325,35.357,1662,11.238,9.21,20.345,51.742,33.329,5.5775,43.417,87.234,7.5,112.76,75.142,87.008,3.402,10.291,4.891,1.2908,15.363,1.2159,67.126,14.016,81.002,68.156,3010.5,59.455,46.675,10.973,46.771,40.934,163.74,71.336,10.235,31.839,0,0,0,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,2,1.9105,3,7
0,1.8066,1.2249,35.764,30.481,7.579,29.486,62.577,8.949,47.188,51.444,36.018,34.076,32.415,69.519,43.845,7.7203,38.904,4.6141,66.943,12.002,24.064,2.2241,1.2902,46.093,27.819,1174.3,11.498,12.111,29.721,26.619,24.895,10.266,32.847,91.267,8.5594,46.631,1.0495,3.829,88.326,28.075,58.741,1.0902,41.308,1.1835,60.884,90.014,1.1733,43.845,2282.6,40.016,53.907,11.221,49.628,34.934,201.23,17.118,88.546,55.796,-15.228,-20.092,0,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,2,1.1826,4,8
0,2.1496,1.0653,3.177,3.112,67.005,33.982,18.413,89.827,47.415,46.124,42.812,30.051,33.53,6.888,4.518,5.7259,50.716,10.218,43.422,15.125,15.393,2.2297,1.0467,48.129,2.821,1340.6,11.749,36.39,28.519,29.101,2.534,10.115,37.818,90.649,19.699,62.872,1.0572,42.249,64.805,13.621,64.014,97.277,14.168,1.076,4.963,26.732,1.0209,4.518,2906.6,40.955,51.871,11.348,60.252,32.249,204.4,66.152,34.014,40.056,0,0,0,6.7298,11.801,-1.823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,2,1.8066,5,9
0,1.3462,99.891,27.417,39.425,55.214,27.652,-41.632,81.088,49.655,4.526,4.007,3.814,30.376,60.575,65.084,2.8375,5.008,4.7874,76.428,16.487,20.017,1.4477,1.1997,42.434,38.182,1470.8,11.989,-1326.3,27.127,12.427,30.961,5.4768,56.074,96.848,8.3162,126.87,71.884,20.516,13.842,47.569,54.685,9.115,97.069,1.1077,50.135,-68.727,69.542,65.084,3249.6,63.032,57.566,11.395,65.052,23.429,244.79,46.288,66.393,86.009,-11.514,-20.853,0,-75.348,-23.637,-30.266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,2,2.1496,6,10
0,56.438,78.403,96.126,58.137,32.136,10.872,-11.084,72.472,29.912,22.962,23.038,40.239,6.5604,41.863,1.3888,1.5091,3.383,8.8926,32.903,51.567,6.411,79.864,59.371,31.066,51.323,561.7,12.074,-28.992,89.272,68.145,37.195,3.8931,1.1574,88.279,12.9,238.56,23.889,16.278,10.239,-36.602,54.128,76.765,-61.809,7.734,17.759,-26.478,16.534,1.3888,2446.2,1.226,68.934,10.939,44.984,99.833,209.42,-44.727,24.911,78.163,-55.846,-17.378,0,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,2,1.3462,7,11
0,1.5435,1.1387,19.522,47.221,52.066,11.279,58.529,1.0559,37.495,36.988,1.811,48.041,9.1976,52.779,89.471,7.6869,21.663,14.179,40.629,23.553,96.304,1.0838,1.0969,28.445,42.188,608.38,12.139,8.8957,66.645,5.033,44.545,7.1134,85.556,89.342,19.816,46.833,40.636,95.361,78.034,72.814,47.466,98.649,1.1662,1.1119,41.128,11.089,41.341,89.471,1644.8,79.935,71.555,11.486,32.797,1.481,306.15,36.833,26.275,-64.624,-59.898,-11.504,0,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,2,56.438,8,12
0,1.1893,1.2347,34.294,42.007,4.706,13.479,89.408,1.1538,72.873,59.135,33.861,47.043,13.964,57.993,72.435,1.8741,28.643,13.966,35.569,20.512,93.352,1.2004,1.1745,35.232,38.102,1563.2,12.519,5.2635,46.267,39.053,4.396,6.7308,93.413,90.703,21.563,192.09,729,67.342,75.582,32.205,4.007,81.148,1.5695,1.4473,85.586,15.417,81.639,72.435,2643.5,65.701,64.768,11.765,34.463,1.658,355.55,4.397,21.825,23.475,-35.576,-75.597,69.384,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,2,1.5435,9,13
0,67.564,1.1136,87.368,48.806,48.706,11.678,51.749,1.0521,17.938,17.066,26.596,5.073,11.758,51.194,95.335,1.4019,23.978,13.762,12.377,20.393,2.717,96.009,1.0333,29.561,45.556,390.7,12.5,9.4119,-18.954,32.503,4.793,7.5447,98.408,9.334,19.537,256.79,17.222,6.349,25.412,15.353,47.135,95.139,-75.007,1.0861,18.536,10.108,17.901,95.335,2289.4,88.986,70.439,11.781,32.517,14.398,399.65,-60.009,2.493,15.402,-48.078,-98.711,19.694,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,2,1.1893,10,14
0,27.319,94.904,12.801,43.174,59.335,11.522,-20.291,79.397,21.574,22.527,21.788,37.792,18.816,56.826,75.975,2.228,19.418,10.036,1.334,1.032,33.499,1.57,98.664,25.661,39.821,396.96,12.539,-29.242,40.147,33.524,31.617,9.1241,53.286,92.235,13.5,161.58,33.872,58.993,22.482,26.715,60.138,1.0442,52.402,94.492,21.286,-35.708,2.965,76.053,1762.2,70.076,74.339,12.017,31.894,15.226,419.23,20.761,43.951,32.711,-24.831,-41.849,14.283,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,2,67.564,11,15
0,9.874,62.057,70.887,60.692,56.087,93.254,-21.862,38.573,12.639,18.033,69.738,35.757,14.638,39.308,1.544,7.1394,16.627,3.2338,29.345,11.358,50.929,1.5686,89.985,23.686,57.619,277.69,12.773,-25.655,26.328,30.724,22.225,5.2674,39.627,94.938,4.2375,50.424,19.825,7.816,52.321,19.412,62.329,1.4268,-30.045,63.066,11.373,-55.617,1.168,1.5458,1539.9,1.4658,76.314,12.195,2.1604,13.284,458.8,-17.678,13.236,30.929,0,0,19.769,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,2,27.319,12,16
0,24.713,6.944,19.479,55.686,57.216,41.655,-15.966,45.847,34.045,43.957,37.679,3.628,2.1396,44.314,1.2566,2.6842,72.804,4.1987,26.373,34.028,5.048,1.5771,92.277,14.935,52.246,51.047,12.882,-35.836,11.493,344,23.953,1.3167,41.864,93.822,4.7125,134.12,53.692,77.627,46.095,13.738,62.004,1.2911,-69.362,7.147,31.416,-36.029,34.981,1.2578,1161.3,1.179,85.065,12.323,2.398,85.452,549.89,-53.095,12.141,10.912,-21.649,-37.838,1.856,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,2,9.874,13,17
1,-56.439,63.468,-49.458,87.462,59.821,-19.704,-29.756,20.608,-82.676,-39.446,-92.895,51.695,-71.883,12.538,6.9756,2888.3,-32.939,1.8366,45.212,45.823,55.508,1.1572,1.3297,54.858,81.452,-248.53,17.493,-20.104,1.249,60.101,16.785,4.3505,28.059,93.128,1.9432,12.464,-95.672,47.934,75.579,11.472,44.989,4.7711,-67.953,2.787,-10.993,-23.732,-56.548,7.1466,630.05,6.4962,94.514,16.979,48.828,32.817,1525.3,-1,30.784,1.505,-36.558,-61.113,0,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,18,-4.668,1,38
0,32.639,1.2097,21.388,64.805,9.464,29.633,12.558,88.882,226,6.077,6.514,72.444,7.4162,35.195,1.8413,1.8359,31.311,4.6383,71.042,4.222,11.863,1.3064,3.6188,35.384,59.886,1036.1,11.741,7.5361,2.047,49.188,53.228,8.4442,56.243,9.241,7.1783,196.09,29.524,13.976,75.065,49.996,26.152,2.689,73.202,1.3458,81.783,35.681,33.004,1.8413,1704.9,1.7015,64.616,11.685,33.798,33.488,568.56,26.794,13.184,23.988,-15.435,-16.309,20.415,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,29,31.555,1,41
0,93.294,1.1837,20.905,66.591,92.706,28.287,11.382,77.512,2.255,62.573,88.257,73.323,8.7599,33.409,1.9932,2.1247,30.512,2.8878,28.814,34.832,46.518,1.2644,3.747,34.461,61.942,773.1,11.876,8.1452,14.514,46.493,48.012,12.294,5.179,93.018,4.4062,169.44,28.511,13.916,31.081,12.175,24.741,2.7749,11.927,1.3503,84.494,34.067,31.393,1.9932,1235.5,1.854,65.539,11.8,33.122,31.947,619.99,56.279,2.104,83.351,-5.703,-61.517,19.236,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,29,32.639,2,42
0,49.959,1.189,24.844,64.655,9.656,31.342,11.553,78.009,25.729,70.289,22.847,7.267,9.7222,35.345,1.8292,2.1413,32.459,2.8024,1.431,33.387,23.413,1.3287,3.9189,36.159,61.118,1014.5,12.07,8.358,21.459,3.537,47.677,7.1981,49.376,94.529,4.3897,168.12,34.187,10.007,14.819,26.508,24.639,2.7319,44.344,1.4345,1.1983,32.686,38.425,1.8292,1443.3,1.7291,63.841,12.035,35.109,34.915,714.54,18.148,21.997,20.959,-21.095,-21.847,17.309,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,29,93.294,3,43
0,76.128,1.9472,27.629,39.787,1.0625,36.561,34.632,1.2012,26.004,45.886,14.644,71.195,9.5693,60.213,66.078,2.6749,34.411,2.9031,29.242,35.959,79.975,1.4924,3.9778,38.892,36.563,942.56,12.114,3.068,44.309,32.241,4.392,10.343,41.337,91.897,4.7508,134.58,38.808,53.545,27.522,1.491,26.711,1.7646,16.138,2.2543,1.0344,57.515,69.442,66.078,2054.1,60.724,61.108,12.174,37.431,41.323,778.21,74.667,22.365,13.209,-57.337,-53.965,17.444,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,29,49.959,4,44
0,97.636,2.2065,26.309,36.959,85.417,31.048,41.684,1.3694,30.801,41.733,25.861,76.236,11.33,63.041,58.627,2.5453,36.349,2.4033,44.591,32.084,12.906,1.1204,3.9776,40.677,34.551,774.46,12.341,2.0491,25.511,24.076,47.316,10.059,55.394,93.486,4.0512,141.43,3.451,3.819,52.204,90.157,21.474,1.3549,19.514,2.9357,1.2251,66.123,71.184,58.627,1855.7,54.808,59.323,12.183,39.705,34.745,763.75,88.897,21.084,90.528,-11.241,-1.316,1.324,6.7298,11.801,-1.823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,29,76.128,5,45
0,1.2749,2.1848,20.218,34.991,7.898,25.842,38.978,1.1074,25.598,311,30.569,71.877,8.8969,65.009,53.826,2.3709,32.719,1.5057,24.009,36.776,72.979,1.0988,03.04,38.402,32.898,645.74,12.423,2.0263,85.019,20.929,36.432,18.227,46.127,94.019,2.4444,151.84,28.128,32.194,30.399,32.631,25.981,1.2149,-1.662,2.5022,77.817,59.959,57.779,54.046,2076.4,50.606,61.598,12.187,35.617,3.033,794.17,-90.632,32.311,31.273,-58.463,-74.022,18.105,-75.348,-23.637,-30.266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,29,97.636,6,46
0,42.131,2.157,18.273,3.226,73.784,22.348,3.494,1.2404,24.766,26.975,36.365,65.139,13.049,6.774,47.623,2.1645,30.288,1.9583,26.473,23.212,87.659,1.1327,2.2764,36.162,302,640.64,12.516,2.1117,97.663,20.604,37.459,22.224,50.769,93.613,3.0676,166.32,28.052,30.416,35.879,25.444,32.413,1.0892,-79.063,2.0899,56.376,51.579,56.643,47.859,2374.9,44.582,63.838,12.212,33.321,26.682,801.39,-39.688,24.053,36.941,-26.741,-36.242,17.264,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,29,1.2749,7,47
0,1.3038,1.6696,1.038,36.948,614,13.742,23.288,1.0178,16.906,16.463,10.798,58.068,3.4704,63.052,58.599,1.8747,22.381,2.0876,18.913,64.492,54.377,1.0574,1.5348,30.512,3.478,405,12.623,2.6366,11.289,21.678,35.398,21.73,57.652,94.133,3.1943,192.04,17.876,34.381,30.802,-73.895,40.005,97.381,-36.781,1.5761,25.947,36.934,28.094,58.813,2460.1,55.161,69.488,12.135,26.066,18.735,760.35,-22.535,20.438,37.358,-9.509,-15.487,7.029,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,29,42.131,8,48
0,78.922,1.6199,17.521,36.885,54.252,14.862,21.684,1.0401,32.296,2.776,24.618,56.666,3.557,63.115,58.441,1.6597,27.395,2.0338,26.281,77.018,75.128,95.739,1.2923,34.055,34.982,927.89,12.928,2.5019,35.734,1.903,36.386,13.037,67.069,94.841,3.0841,216.9,30.919,30.152,48.443,19.931,4.198,85.957,1.2911,1.5034,41.736,34.356,47.501,58.605,3342.5,55.426,65.945,12.317,30.422,18.476,954.76,3.923,17.591,42.435,-84.262,-15.532,57.624,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,29,1.3038,9,49
0,48.978,1.3765,61.523,47.326,47.956,11.724,13.792,83.292,12.829,1.168,37.157,50.421,2.1547,52.674,89.848,1.8433,24.448,2.6944,37.141,11.347,1.014,95.111,98.971,32.345,36.629,130.68,13.113,3.4771,20.318,10.698,30.509,19.81,63.619,77.396,3.9826,195.3,12.202,20.309,77.449,6.355,48.454,91.043,-57.751,1.0871,12.697,26.184,0.13,90.056,1118.8,69.539,67.655,12.378,2.739,15.511,1046.8,-40.598,12.041,38.872,-39.543,-82.458,33.634,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,29,78.922,10,50
0,68.442,1.8008,17.603,44.673,6.901,28.552,27.535,1.1534,25.508,31.817,17.433,61.918,5.1932,55.327,80.745,1.9079,41.373,2.475,27.545,82.693,80.113,1.1145,1.8541,46.083,34.383,494.55,13.393,2.5063,32.272,1.029,39.659,20.719,57.469,76.966,4.5905,188.68,2.843,18.599,39.915,90.346,37.221,1.2473,2.7846,1.4864,47.293,49.768,39.404,80.879,1554.4,62.146,53.917,13.022,43.156,31.802,2084.3,58.199,15.033,16.078,-11.733,-17.002,22.305,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,29,48.978,11,51
0,84.659,96.187,58.309,68.841,43.127,13.819,-16.499,61.228,1.352,18.713,12.079,41.621,1.9378,31.159,2.2094,1.7618,32.042,2.8058,17.911,16.535,41.392,1.0362,2.2584,38.548,43.271,330.39,14.095,-26.139,1.0168,2.557,26.494,7.3557,61.433,62.856,4.5658,204.34,1.401,82.064,41.531,26.039,19.096,1.3841,-33.193,1.6317,30.534,-52.952,84.701,2.2138,1765.5,1.3887,61.452,13.253,34.383,16.624,2415.5,-19.899,94.457,34.742,-12.217,-28.329,2.177,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,29,68.442,12,52
0,-10.301,86.359,39.484,6.528,3.452,84.397,-63.808,59.531,11.438,11.372,15.161,40.397,95.778,3.472,1.8802,1.3279,24.449,2.0502,18.511,25.526,39.571,85.452,1.8351,31.053,46.778,220.47,14.08,-5.41,-14.532,18.502,27.848,1.0374,8.067,71.658,2.9736,271.11,97.738,53.288,53.622,-2.112,18.811,99.425,-33.269,1.8457,20.989,-18.378,60.484,1.8836,1938.7,1.3473,68.947,13.016,27.565,1.072,1980.9,-19.954,11.609,-29.241,-21.994,-63.714,0,-15.863,-75.046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,29,84.659,13,53
1,-53.518,1.1402,21.701,69.603,85.727,36.589,71.554,55.269,25.314,71.393,37.558,58.205,1.2704,30.397,2.2898,4.7243,4.268,3.3181,69.073,33.597,13.531,1.4729,2.1776,76.348,5.105,215.2,13.296,11.981,44.082,18.554,28.214,3.1269,32.912,73.343,3.5924,76.202,37.284,61.039,80.573,85.961,39.368,2.8203,-57.124,77.212,55.124,2.354,31.178,2.2898,3014.3,1.6794,92.365,13.142,54.628,65.451,639.19,-39.982,23.864,1.2837,0,0,46.663,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,26,37.245,2,49
0,1.612,93.803,71.498,75.444,80.548,98.443,-31.205,45.837,88.764,29.116,60.976,4.723,7.9845,24.556,3.0724,7.2188,12.222,3.4157,817,15.307,16.226,1.7054,1.5982,22.168,50.351,306.42,12.868,-25.813,38.804,25.093,23.079,21.292,28.653,66.739,4.3886,49.87,15.138,1.0219,10.143,39.342,50.398,3.2802,73.265,48.724,14.187,-12.708,94.769,3.0724,1052.4,2.0505,77.832,12.652,16.038,17.856,249.33,26.811,18.354,1.1949,-1.747,-21.689,14.063,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,1.896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,9,26.133,1,7
0,44.862,84.126,10.405,76.684,82.359,10.376,-90.167,32.726,12.634,44.627,31.025,47.785,5.3361,23.316,3.2889,6.2917,12.599,2.3278,32.012,23.611,56.358,1.7235,1.6261,22.872,56.801,540.65,13.061,-91.341,21.237,19.882,18.589,25.021,2.257,74.072,3.0182,57.218,21.775,85.273,38.869,23.963,50.649,3.5323,76.442,46.035,20.544,-38.671,13.569,3.2889,1211.5,2.4361,77.128,12.867,15.516,18.838,310.57,27.652,27.288,2.184,-16.662,-20.231,22.476,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,9,1.612,2,8
0,28.998,82.622,67.084,76.877,82.665,10.145,-10.842,45.517,81.152,29.011,83.396,51.546,3.6395,23.123,3.3246,8.2353,12.272,3.53,17.307,33.719,2.774,1.6037,1.7595,18.547,62.388,360.87,13.096,-76.245,35.313,14.488,28.397,6.7139,34.352,81.154,4.3339,43.714,13.014,62.656,20.936,39.158,46.983,3.575,-33.252,49.216,14.278,-46.888,87.263,3.3246,1243.9,2.698,81.453,12.905,17.075,15.332,333.15,-19.942,19.074,-39.611,-82.122,-99.343,75.104,5.1442,9.9099,2.0408,-14.903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,9,44.862,3,9
0,33.566,68.519,59.438,70.901,89.137,12.766,-16.951,32.216,66.682,20.426,61.872,36.894,4.1358,29.099,2.4365,8.2578,14.322,3.6833,55.707,3.463,10.346,2.4161,1.4395,20.467,53.844,278.58,13.098,-52.586,19.534,17.057,17.347,6.4772,19.461,75.943,4.6312,43.595,16.111,58.616,62.496,80.394,61.923,3.0632,-11.225,46.992,95.986,-58.252,83.833,2.4365,1363.8,1.8504,79.533,12.983,18.126,18.243,373.86,-59.463,19.247,32.056,-27.102,-30.405,12.556,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,9,28.998,4,10
0,40.227,0.76,54.007,76.913,78.407,13.298,-1.681,43.722,68.881,23.393,54.337,5.323,3.3619,23.087,3.3314,3.585,1.696,2.9516,49.311,50.448,70.405,1.473,1.7048,22.167,70.039,333.62,13.374,-46.644,31.803,68.732,30.622,4.1792,39.056,91.064,3.7922,100.42,10.146,29.771,62.892,15.936,45.993,3.3961,1.976,50.198,11.743,-72.808,70.219,3.3314,1426.2,3.0337,77.833,13.131,21.618,1.738,450.48,89.916,20.676,-21.049,-34.437,-43.921,21.961,6.7298,11.801,-1.823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,9,33.566,5,11
0,25.876,82.564,75.876,72.603,1.8022,15.475,-11.652,48.731,42.101,27.695,72.803,55.178,2.1895,27.397,2.6501,6.8501,85.868,7.3301,38.102,39.217,57.014,3.2662,4.0823,11.759,6.683,419.25,13.262,-15.467,-10.555,57.732,32.567,33.601,1.807,92.048,8.3069,52.554,13.751,21.073,21.142,1.056,44.147,6.5783,25.664,62.057,17.187,-42.532,10.451,2.6501,1513.8,2.4394,88.241,13.851,12.713,21.192,953.43,11.373,21.696,-14.144,-30.258,-16.789,22.016,-75.348,-23.637,-30.266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,9,40.227,6,12
0,25.957,1.0363,63.825,69.343,1.7589,14.396,22.868,61.733,36.288,20.819,58.652,65.244,2.1865,30.657,2.2619,12.083,81.849,6.2747,44.922,37.434,71.353,2.6958,5.1401,11.006,62.957,281.58,13.374,76.912,11.781,63.864,38.865,66.718,22.097,9.079,7.0507,29.794,97.825,20.832,2.554,90.916,34.218,5.7373,-59.725,89.591,18.652,74.595,92.042,2.2619,1352.5,2.0536,88.994,13.938,11.776,19.357,1051.7,-30.782,24.946,-13.359,-23.475,-13.347,20.117,54.619,-25.748,-39.328,-16.532,57.368,23.905,11.9,9979.2,51.714,10.8,-17.109,2,28,84.66,73.2,63.88,16,12,1.2,9,25.876,7,13
0,256,1.0935,59.028,74.025,1.8415,80.402,6.272,57.288,32.054,22.725,49.591,73.335,1.7691,25.975,2.8499,15.705,43.661,5.1669,70.084,2.468,10.451,2.5111,7.0405,62.293,67.063,308.96,13.545,29.36,18.642,69.624,38.419,7.4493,20.863,90.595,5.5101,22.923,80.491,26.804,38.058,24.217,26.156,7.0895,97.253,99.308,22.568,24.146,7.974,2.8499,1359.6,2.5818,93.771,14.155,72.964,11.471,1328.7,46.372,3.342,-93.122,-99.103,-53.817,84.648,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,9,25.957,8,14
0,57.994,1.113,51.849,75.857,1.7648,44.299,76.969,65.542,2.938,21.475,45.581,75.826,98.417,24.144,3.1419,17.492,25.102,6.1891,12.493,25.506,18.337,2.3274,7.4289,4.361,68.129,291.2,13.615,22.928,7.304,77.278,44.653,10.376,25.303,89.813,6.4713,20.581,68.379,32.008,70.792,28.326,23.755,7.3094,-57.467,1.0163,21.826,3.188,68.351,3.1419,1356,2.8218,95.639,14.183,52.062,76.962,1379.3,-29.584,2.727,-25.447,-7.971,-45.168,0,3.0621,3.9554,-53.449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,9,256,9,15
0,8.325,1.0938,17.927,8.152,1.4111,-8.488,67.913,25.712,12.704,97.008,96.919,79.172,-22.278,1.848,4.4113,13.695,-60.151,2.4963,20.972,27,28.975,1.7823,6.8729,-37.606,72.381,10.727,13.678,20.778,65.399,91.392,1.861,2.9343,13.188,88.789,2.4058,26.287,22.643,49.454,14.862,-1.481,20.532,7.6359,-96.316,90.007,87.315,3.675,21.991,4.4113,1105.8,3.9167,1.0376,14.023,-30.902,-53.067,1247.8,-92.894,58.655,-79.172,-10.183,-72.161,0,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,9,57.994,10,16
0,1.868,1.2168,21.829,77.123,2.3593,34.229,1.386,28.801,92.522,95.419,17.184,77.799,1.1458,22.877,3.3712,15.45,14.508,3.9685,25.052,12.662,3.918,3.0326,10.812,41.556,63.939,105.75,13.467,17.023,-19.035,13.184,18.415,5.2119,78.053,82.905,4.1406,23.301,28.058,5.763,10.618,35.369,21.821,10.313,8.8586,1.0484,10.004,60.585,28.304,3.3712,1108.3,2.7949,95.844,14.326,34.988,98.045,1769.9,81.581,5.698,-13.951,-21.308,-90.312,0,-32.511,-71.099,-30.659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,9,8.325,11,17
1,-55.255,1.3465,34.011,7.653,3.2305,36.783,2.137,33.127,10.528,14.491,3.407,83.051,5.5295,2.347,3.2608,18.851,11.386,5.0984,26.549,20.592,43.043,3.8897,19.312,3.691,61.681,186.47,13.591,15.117,13.168,14.849,20.433,7.2492,63.251,80.597,5.2938,19.097,40.952,63.268,82.184,54.954,16.728,13.764,76.326,1.4031,20.332,91.052,44.442,3.2608,1286.8,2.6281,96.309,14.764,22.445,11.924,2829.7,27.622,61.024,-13.246,0,0,0,3.2148,1.5719,7.1562,-45.408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,9,1.868,12,18
